Home,Week,Day,Breakfast,Breakfast Amount,Snack AM,Snack AM Amount,Lunch,Lunch Amount,Snack PM,Snack PM Amount,Dinner,Dinner Amount,Snack HS,Snack HS Amount,Total,Total Amount,Diet
Corporate Menu-Cost,1,Monday,,0.00,Choice 1,0.08,,0.00,Choice 1,0.40,,0.00,Choice 1,1.01,Choice 1,1.49,Regular | Texture: Regular
Linhaven For The Aged,1,Saturday,Choice 1,3.09,Choice 1,0.08,Choice 1,4.23,Choice 1,0.64,Choice 1,3.70,Choice 1,0.98,Choice 1,12.72,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.35,Choice 2,0.44,Choice 2,5.04,Choice 2,0.69,Choice 2,5.27,Choice 2,0.69,Choice 2,14.48,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,1,Sunday,Choice 1,3.03,Choice 1,0.08,Choice 1,4.47,Choice 1,0.23,Choice 1,5.90,Choice 1,0.26,Choice 1,13.97,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.19,Choice 2,0.44,Choice 2,4.94,Choice 2,0.69,Choice 2,5.17,Choice 2,0.69,Choice 2,14.12,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,2,Monday,Choice 1,2.45,Choice 1,0.08,Choice 1,5.70,Choice 1,0.20,Choice 1,4.43,Choice 1,1.00,Choice 1,13.86,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.16,Choice 2,0.44,Choice 2,3.97,Choice 2,0.69,Choice 2,4.72,Choice 2,0.69,Choice 2,12.67,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,2,Tuesday,Choice 1,3.06,Choice 1,0.03,Choice 1,4.04,Choice 1,0.60,Choice 1,4.60,Choice 1,0.98,Choice 1,13.31,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.45,Choice 2,0.44,Choice 2,4.88,Choice 2,0.69,Choice 2,5.81,Choice 2,0.69,Choice 2,14.96,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,2,Wednesday,Choice 1,3.03,Choice 1,0.08,Choice 1,3.91,Choice 1,0.64,Choice 1,6.05,Choice 1,0.77,Choice 1,14.48,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,1.92,Choice 2,0.44,Choice 2,6.45,Choice 2,0.69,Choice 2,5.90,Choice 2,0.69,Choice 2,16.09,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,2,Thursday,Choice 1,3.43,Choice 1,0.08,Choice 1,5.07,Choice 1,0.29,Choice 1,5.40,Choice 1,0.85,Choice 1,15.12,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.37,Choice 2,0.44,Choice 2,5.02,Choice 2,0.69,Choice 2,6.31,Choice 2,0.69,Choice 2,15.52,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,2,Friday,Choice 1,2.25,Choice 1,0.08,Choice 1,4.52,Choice 1,0.38,Choice 1,4.43,Choice 1,1.09,Choice 1,12.75,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.16,Choice 2,0.44,Choice 2,4.41,Choice 2,0.69,Choice 2,4.57,Choice 2,0.69,Choice 2,12.96,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,2,Saturday,Choice 1,3.54,Choice 1,0.08,Choice 1,4.45,Choice 1,0.90,Choice 1,3.28,Choice 1,0.94,Choice 1,13.19,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.45,Choice 2,0.44,Choice 2,4.70,Choice 2,0.69,Choice 2,6.48,Choice 2,0.69,Choice 2,15.45,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,2,Sunday,Choice 1,3.03,Choice 1,0.08,Choice 1,4.19,Choice 1,0.25,Choice 1,5.30,Choice 1,0.90,Choice 1,13.75,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.16,Choice 2,0.44,Choice 2,4.10,Choice 2,0.69,Choice 2,4.49,Choice 2,0.69,Choice 2,12.57,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,3,Monday,Choice 1,2.45,Choice 1,0.08,Choice 1,4.62,Choice 1,0.64,Choice 1,4.48,Choice 1,0.85,Choice 1,13.12,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.19,Choice 2,0.44,Choice 2,4.72,Choice 2,0.69,Choice 2,4.83,Choice 2,0.69,Choice 2,13.56,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,3,Tuesday,Choice 1,3.06,Choice 1,0.03,Choice 1,4.29,Choice 1,0.86,Choice 1,4.28,Choice 1,0.97,Choice 1,13.49,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.35,Choice 2,0.44,Choice 2,4.11,Choice 2,0.69,Choice 2,4.62,Choice 2,0.69,Choice 2,12.90,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,3,Wednesday,Choice 1,2.35,Choice 1,0.08,Choice 1,4.12,Choice 1,0.71,Choice 1,4.14,Choice 1,0.78,Choice 1,12.18,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.44,Choice 2,0.44,Choice 2,4.16,Choice 2,0.69,Choice 2,5.07,Choice 2,0.69,Choice 2,13.49,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,3,Thursday,Choice 1,3.47,Choice 1,0.08,Choice 1,4.83,Choice 1,0.61,Choice 1,4.59,Choice 1,0.83,Choice 1,14.41,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.35,Choice 2,0.44,Choice 2,5.09,Choice 2,0.69,Choice 2,6.52,Choice 2,0.69,Choice 2,15.78,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,3,Friday,Choice 1,2.54,Choice 1,0.08,Choice 1,4.78,Choice 1,0.29,Choice 1,5.00,Choice 1,0.79,Choice 1,13.48,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.19,Choice 2,0.44,Choice 2,4.83,Choice 2,0.69,Choice 2,5.64,Choice 2,0.69,Choice 2,14.48,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,3,Saturday,Choice 1,3.09,Choice 1,0.08,Choice 1,4.36,Choice 1,0.64,Choice 1,3.91,Choice 1,0.97,Choice 1,13.05,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.35,Choice 2,0.44,Choice 2,4.42,Choice 2,0.69,Choice 2,5.87,Choice 2,0.69,Choice 2,14.46,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,3,Sunday,Choice 1,3.03,Choice 1,0.08,Choice 1,6.97,Choice 1,0.37,Choice 1,5.27,Choice 1,0.26,Choice 1,15.98,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.26,Choice 2,0.44,Choice 2,4.02,Choice 2,0.69,Choice 2,4.86,Choice 2,0.69,Choice 2,12.96,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,4,Monday,Choice 1,2.45,Choice 1,0.08,Choice 1,4.91,Choice 1,0.64,Choice 1,3.66,Choice 1,0.86,Choice 1,12.60,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.16,Choice 2,0.44,Choice 2,5.65,Choice 2,0.69,Choice 2,5.39,Choice 2,0.69,Choice 2,15.02,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,4,Tuesday,Choice 1,3.06,Choice 1,0.03,Choice 1,6.17,Choice 1,0.86,Choice 1,3.83,Choice 1,1.09,Choice 1,15.04,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.45,Choice 2,0.44,Choice 2,4.53,Choice 2,0.69,Choice 2,5.64,Choice 2,0.69,Choice 2,14.44,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,4,Wednesday,Choice 1,2.37,Choice 1,0.08,Choice 1,5.66,Choice 1,0.20,Choice 1,4.63,Choice 1,0.77,Choice 1,13.71,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.19,Choice 2,0.44,Choice 2,4.35,Choice 2,0.69,Choice 2,5.38,Choice 2,0.69,Choice 2,13.74,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,4,Thursday,Choice 1,3.74,Choice 1,0.08,Choice 1,4.74,Choice 1,0.39,Choice 1,3.70,Choice 1,1.00,Choice 1,13.65,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.35,Choice 2,0.44,Choice 2,4.48,Choice 2,0.69,Choice 2,5.19,Choice 2,0.69,Choice 2,13.84,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,4,Friday,Choice 1,2.52,Choice 1,0.08,Choice 1,3.99,Choice 1,0.26,Choice 1,4.49,Choice 1,0.46,Choice 1,11.80,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.26,Choice 2,0.44,Choice 2,4.68,Choice 2,0.69,Choice 2,5.82,Choice 2,0.69,Choice 2,14.58,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,4,Saturday,Choice 1,3.52,Choice 1,0.08,Choice 1,3.90,Choice 1,0.97,Choice 1,6.12,Choice 1,0.85,Choice 1,15.44,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.35,Choice 2,0.44,Choice 2,4.25,Choice 2,0.69,Choice 2,6.31,Choice 2,0.69,Choice 2,14.73,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,4,Sunday,Choice 1,3.03,Choice 1,0.08,Choice 1,5.26,Choice 1,0.37,Choice 1,6.44,Choice 1,0.78,Choice 1,15.96,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,,,Choice 2,2.19,Choice 2,0.44,Choice 2,4.10,Choice 2,0.69,Choice 2,6.69,Choice 2,0.69,Choice 2,14.80,Vegetarian | Texture: Mince Meat
Linhaven For The Aged,1,Monday,Choice 1,3.18,Choice 1,0.08,Choice 1,5.91,Choice 1,0.41,Choice 1,6.84,Choice 1,0.62,Choice 1,17.04,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,4.89,Choice 2,0.69,Choice 2,5.12,Choice 2,0.69,Choice 2,14.64,Gluten Restricted | Texture: Regular
Linhaven For The Aged,1,Tuesday,Choice 1,3.77,Choice 1,0.03,Choice 1,6.11,Choice 1,0.53,Choice 1,7.66,Choice 1,1.35,Choice 1,19.45,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.83,Choice 2,0.69,Choice 2,4.62,Choice 2,0.69,Choice 2,13.97,Gluten Restricted | Texture: Regular
Linhaven For The Aged,1,Wednesday,Choice 1,3.06,Choice 1,0.08,Choice 1,5.71,Choice 1,0.71,Choice 1,5.31,Choice 1,1.21,Choice 1,16.08,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,4.60,Choice 2,0.69,Choice 2,6.00,Choice 2,0.69,Choice 2,15.23,Gluten Restricted | Texture: Regular
Linhaven For The Aged,1,Thursday,Choice 1,3.22,Choice 1,0.08,Choice 1,6.21,Choice 1,0.41,Choice 1,5.97,Choice 1,1.23,Choice 1,17.12,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,5.42,Choice 2,0.69,Choice 2,5.01,Choice 2,0.69,Choice 2,15.25,Gluten Restricted | Texture: Regular
Linhaven For The Aged,1,Friday,Choice 1,3.22,Choice 1,0.08,Choice 1,5.42,Choice 1,0.43,Choice 1,4.13,Choice 1,0.81,Choice 1,14.09,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.51,Choice 2,0.44,Choice 2,5.65,Choice 2,0.69,Choice 2,5.41,Choice 2,0.69,Choice 2,15.39,Gluten Restricted | Texture: Regular
Linhaven For The Aged,1,Saturday,Choice 1,4.70,Choice 1,0.08,Choice 1,5.73,Choice 1,0.41,Choice 1,6.64,Choice 1,1.25,Choice 1,18.81,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,5.30,Choice 2,0.69,Choice 2,5.54,Choice 2,0.69,Choice 2,15.66,Gluten Restricted | Texture: Regular
Linhaven For The Aged,1,Sunday,Choice 1,3.75,Choice 1,0.08,Choice 1,10.50,Choice 1,0.98,Choice 1,5.83,Choice 1,0.26,Choice 1,21.40,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.30,Choice 2,0.69,Choice 2,5.43,Choice 2,0.69,Choice 2,15.36,Gluten Restricted | Texture: Regular
Linhaven For The Aged,2,Monday,Choice 1,3.16,Choice 1,0.08,Choice 1,7.21,Choice 1,0.41,Choice 1,5.51,Choice 1,1.12,Choice 1,17.49,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,4.58,Choice 2,0.69,Choice 2,4.87,Choice 2,0.69,Choice 2,14.08,Gluten Restricted | Texture: Regular
Linhaven For The Aged,2,Tuesday,Choice 1,3.77,Choice 1,0.03,Choice 1,6.15,Choice 1,0.37,Choice 1,8.05,Choice 1,1.25,Choice 1,19.62,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.14,Choice 2,0.69,Choice 2,3.86,Choice 2,0.69,Choice 2,12.52,Gluten Restricted | Texture: Regular
Linhaven For The Aged,2,Wednesday,Choice 1,4.22,Choice 1,0.08,Choice 1,5.87,Choice 1,0.41,Choice 1,6.33,Choice 1,1.21,Choice 1,18.12,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.57,Choice 2,0.44,Choice 2,5.75,Choice 2,0.69,Choice 2,5.16,Choice 2,0.69,Choice 2,15.30,Gluten Restricted | Texture: Regular
Linhaven For The Aged,2,Thursday,Choice 1,3.66,Choice 1,0.08,Choice 1,6.33,Choice 1,0.58,Choice 1,5.66,Choice 1,0.89,Choice 1,17.20,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.18,Choice 2,0.69,Choice 2,6.38,Choice 2,0.69,Choice 2,15.08,Gluten Restricted | Texture: Regular
Linhaven For The Aged,2,Friday,Choice 1,2.96,Choice 1,0.08,Choice 1,5.91,Choice 1,0.43,Choice 1,8.13,Choice 1,1.41,Choice 1,18.92,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.46,Choice 2,0.69,Choice 2,5.37,Choice 2,0.69,Choice 2,15.46,Gluten Restricted | Texture: Regular
Linhaven For The Aged,2,Saturday,Choice 1,4.10,Choice 1,0.08,Choice 1,6.08,Choice 1,0.41,Choice 1,4.35,Choice 1,0.94,Choice 1,15.96,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.86,Choice 2,0.69,Choice 2,6.71,Choice 2,0.69,Choice 2,16.09,Gluten Restricted | Texture: Regular
Linhaven For The Aged,2,Sunday,Choice 1,3.75,Choice 1,0.08,Choice 1,5.90,Choice 1,0.41,Choice 1,5.14,Choice 1,1.43,Choice 1,16.71,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.07,Choice 2,0.69,Choice 2,4.53,Choice 2,0.69,Choice 2,14.23,Gluten Restricted | Texture: Regular
Linhaven For The Aged,3,Monday,Choice 1,3.16,Choice 1,0.08,Choice 1,5.33,Choice 1,0.41,Choice 1,5.12,Choice 1,1.02,Choice 1,15.12,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.86,Choice 2,0.69,Choice 2,4.71,Choice 2,0.69,Choice 2,15.20,Gluten Restricted | Texture: Regular
Linhaven For The Aged,3,Tuesday,Choice 1,3.77,Choice 1,0.03,Choice 1,6.14,Choice 1,0.37,Choice 1,6.63,Choice 1,1.41,Choice 1,18.35,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,4.71,Choice 2,0.69,Choice 2,4.74,Choice 2,0.69,Choice 2,14.27,Gluten Restricted | Texture: Regular
Linhaven For The Aged,3,Wednesday,Choice 1,3.06,Choice 1,0.08,Choice 1,6.39,Choice 1,0.71,Choice 1,7.12,Choice 1,1.21,Choice 1,18.57,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.17,Choice 2,0.44,Choice 2,3.97,Choice 2,0.69,Choice 2,5.04,Choice 2,0.69,Choice 2,14.00,Gluten Restricted | Texture: Regular
Linhaven For The Aged,3,Thursday,Choice 1,3.16,Choice 1,0.08,Choice 1,5.98,Choice 1,0.58,Choice 1,5.38,Choice 1,1.08,Choice 1,16.26,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,4.24,Choice 2,0.69,Choice 2,7.00,Choice 2,0.69,Choice 2,16.06,Gluten Restricted | Texture: Regular
Linhaven For The Aged,3,Friday,Choice 1,3.24,Choice 1,0.08,Choice 1,6.59,Choice 1,0.43,Choice 1,7.09,Choice 1,1.21,Choice 1,18.64,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,4.29,Choice 2,0.69,Choice 2,5.24,Choice 2,0.69,Choice 2,14.16,Gluten Restricted | Texture: Regular
Linhaven For The Aged,3,Saturday,Choice 1,4.70,Choice 1,0.08,Choice 1,4.94,Choice 1,0.41,Choice 1,8.32,Choice 1,1.01,Choice 1,19.46,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,4.46,Choice 2,0.69,Choice 2,4.96,Choice 2,0.69,Choice 2,14.24,Gluten Restricted | Texture: Regular
Linhaven For The Aged,3,Sunday,Choice 1,3.75,Choice 1,0.08,Choice 1,6.14,Choice 1,0.41,Choice 1,5.39,Choice 1,0.26,Choice 1,16.03,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.51,Choice 2,0.44,Choice 2,5.33,Choice 2,0.69,Choice 2,5.00,Choice 2,0.69,Choice 2,14.66,Gluten Restricted | Texture: Regular
Linhaven For The Aged,4,Monday,Choice 1,3.16,Choice 1,0.08,Choice 1,6.32,Choice 1,0.41,Choice 1,4.79,Choice 1,1.13,Choice 1,15.89,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.39,Choice 2,0.69,Choice 2,6.20,Choice 2,0.69,Choice 2,16.22,Gluten Restricted | Texture: Regular
Linhaven For The Aged,4,Tuesday,Choice 1,3.77,Choice 1,0.03,Choice 1,6.80,Choice 1,0.37,Choice 1,7.00,Choice 1,1.41,Choice 1,19.38,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,5.49,Choice 2,0.69,Choice 2,5.00,Choice 2,0.69,Choice 2,15.01,Gluten Restricted | Texture: Regular
Linhaven For The Aged,4,Wednesday,Choice 1,3.08,Choice 1,0.08,Choice 1,5.62,Choice 1,0.41,Choice 1,4.89,Choice 1,0.81,Choice 1,14.89,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.58,Choice 2,0.69,Choice 2,5.10,Choice 2,0.69,Choice 2,15.31,Gluten Restricted | Texture: Regular
Linhaven For The Aged,4,Thursday,Choice 1,3.22,Choice 1,0.08,Choice 1,6.75,Choice 1,0.58,Choice 1,3.43,Choice 1,1.12,Choice 1,15.18,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,4.99,Choice 2,0.69,Choice 2,5.14,Choice 2,0.69,Choice 2,14.95,Gluten Restricted | Texture: Regular
Linhaven For The Aged,4,Friday,Choice 1,3.22,Choice 1,0.08,Choice 1,6.00,Choice 1,0.43,Choice 1,6.14,Choice 1,0.46,Choice 1,16.33,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.51,Choice 2,0.44,Choice 2,5.38,Choice 2,0.69,Choice 2,6.44,Choice 2,0.69,Choice 2,16.15,Gluten Restricted | Texture: Regular
Linhaven For The Aged,4,Saturday,Choice 1,4.08,Choice 1,0.08,Choice 1,5.54,Choice 1,0.97,Choice 1,4.85,Choice 1,1.28,Choice 1,16.80,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,5.93,Choice 2,0.69,Choice 2,5.05,Choice 2,0.69,Choice 2,15.80,Gluten Restricted | Texture: Regular
Linhaven For The Aged,4,Sunday,Choice 1,3.75,Choice 1,0.08,Choice 1,5.95,Choice 1,0.41,Choice 1,5.13,Choice 1,1.21,Choice 1,16.53,Gluten Restricted | Texture: Regular
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,4.12,Choice 2,0.69,Choice 2,7.57,Choice 2,0.69,Choice 2,16.32,Gluten Restricted | Texture: Regular
Linhaven For The Aged,1,Monday,Choice 1,3.25,Choice 1,0.08,Choice 1,6.06,Choice 1,0.41,Choice 1,7.62,Choice 1,0.62,Choice 1,18.04,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,4.91,Choice 2,0.80,Choice 2,4.57,Choice 2,0.80,Choice 2,14.33,Gluten Restricted | Texture: Minced
Linhaven For The Aged,1,Tuesday,Choice 1,3.77,Choice 1,0.03,Choice 1,5.82,Choice 1,0.53,Choice 1,7.79,Choice 1,1.35,Choice 1,19.29,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.79,Choice 2,0.80,Choice 2,4.38,Choice 2,0.80,Choice 2,13.91,Gluten Restricted | Texture: Minced
Linhaven For The Aged,1,Wednesday,Choice 1,3.55,Choice 1,0.08,Choice 1,5.41,Choice 1,0.71,Choice 1,5.38,Choice 1,1.06,Choice 1,16.19,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,4.63,Choice 2,0.80,Choice 2,5.77,Choice 2,0.80,Choice 2,15.25,Gluten Restricted | Texture: Minced
Linhaven For The Aged,1,Thursday,Choice 1,2.64,Choice 1,0.08,Choice 1,6.24,Choice 1,0.41,Choice 1,6.86,Choice 1,1.23,Choice 1,17.46,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,4.64,Choice 2,0.80,Choice 2,4.77,Choice 2,0.80,Choice 2,14.45,Gluten Restricted | Texture: Minced
Linhaven For The Aged,1,Friday,Choice 1,3.30,Choice 1,0.08,Choice 1,5.74,Choice 1,0.43,Choice 1,4.14,Choice 1,0.81,Choice 1,14.50,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.51,Choice 2,0.44,Choice 2,5.04,Choice 2,0.80,Choice 2,5.17,Choice 2,0.80,Choice 2,14.76,Gluten Restricted | Texture: Minced
Linhaven For The Aged,1,Saturday,Choice 1,3.64,Choice 1,0.08,Choice 1,5.74,Choice 1,0.41,Choice 1,6.72,Choice 1,2.02,Choice 1,18.61,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,5.30,Choice 2,0.80,Choice 2,5.30,Choice 2,0.80,Choice 2,15.64,Gluten Restricted | Texture: Minced
Linhaven For The Aged,1,Sunday,Choice 1,3.85,Choice 1,0.08,Choice 1,10.06,Choice 1,1.83,Choice 1,5.92,Choice 1,0.26,Choice 1,22.00,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.30,Choice 2,0.80,Choice 2,5.23,Choice 2,0.80,Choice 2,15.38,Gluten Restricted | Texture: Minced
Linhaven For The Aged,2,Monday,Choice 1,3.23,Choice 1,0.08,Choice 1,7.28,Choice 1,0.41,Choice 1,5.55,Choice 1,1.12,Choice 1,17.67,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.09,Choice 2,0.80,Choice 2,4.19,Choice 2,0.80,Choice 2,14.13,Gluten Restricted | Texture: Minced
Linhaven For The Aged,2,Tuesday,Choice 1,3.77,Choice 1,0.03,Choice 1,6.30,Choice 1,0.37,Choice 1,7.49,Choice 1,2.02,Choice 1,19.98,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.14,Choice 2,0.80,Choice 2,3.63,Choice 2,0.80,Choice 2,12.51,Gluten Restricted | Texture: Minced
Linhaven For The Aged,2,Wednesday,Choice 1,4.37,Choice 1,0.08,Choice 1,5.69,Choice 1,0.41,Choice 1,6.36,Choice 1,1.15,Choice 1,18.06,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.57,Choice 2,0.44,Choice 2,6.73,Choice 2,0.80,Choice 2,5.00,Choice 2,0.80,Choice 2,16.34,Gluten Restricted | Texture: Minced
Linhaven For The Aged,2,Thursday,Choice 1,3.08,Choice 1,0.08,Choice 1,5.99,Choice 1,0.58,Choice 1,5.65,Choice 1,0.89,Choice 1,16.27,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.18,Choice 2,0.80,Choice 2,6.22,Choice 2,0.80,Choice 2,15.14,Gluten Restricted | Texture: Minced
Linhaven For The Aged,2,Friday,Choice 1,3.41,Choice 1,0.08,Choice 1,5.98,Choice 1,0.43,Choice 1,8.20,Choice 1,1.81,Choice 1,19.91,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.83,Choice 2,0.80,Choice 2,5.22,Choice 2,0.80,Choice 2,15.90,Gluten Restricted | Texture: Minced
Linhaven For The Aged,2,Saturday,Choice 1,3.66,Choice 1,0.08,Choice 1,5.75,Choice 1,0.41,Choice 1,4.16,Choice 1,0.97,Choice 1,15.03,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.70,Choice 2,0.44,Choice 2,4.93,Choice 2,0.80,Choice 2,6.47,Choice 2,0.80,Choice 2,16.14,Gluten Restricted | Texture: Minced
Linhaven For The Aged,2,Sunday,Choice 1,3.85,Choice 1,0.08,Choice 1,5.64,Choice 1,0.41,Choice 1,5.21,Choice 1,1.43,Choice 1,16.62,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.08,Choice 2,0.80,Choice 2,4.31,Choice 2,0.80,Choice 2,14.24,Gluten Restricted | Texture: Minced
Linhaven For The Aged,3,Monday,Choice 1,3.23,Choice 1,0.08,Choice 1,5.34,Choice 1,0.41,Choice 1,5.12,Choice 1,1.02,Choice 1,15.20,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,2.81,Choice 2,0.44,Choice 2,5.05,Choice 2,0.80,Choice 2,4.10,Choice 2,0.80,Choice 2,14.00,Gluten Restricted | Texture: Minced
Linhaven For The Aged,3,Tuesday,Choice 1,3.77,Choice 1,0.03,Choice 1,4.14,Choice 1,0.37,Choice 1,7.10,Choice 1,1.34,Choice 1,16.75,Gluten Restricted | Texture: Minced
Linhaven For The Aged,,,Choice 2,3.00,Choice 2,0.44,Choice 2,4.74,Choice 2,0.80,Choice 2,3.90,Choice 2,0.80,Choice 2,13.68,Gluten Restricted | Texture: Minced
