Component,Home,Distributor,Operations Category,Major Group,Manufacturer,Distribution Item,Brand,Brand Name,Pack Size,Unit,Total Quantity,Total Amount,Unit Price,SCC
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1109425,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,2,22.52,11.26,'10058336483049
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622801,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,3,38.43,12.81,'10058336483049
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622801,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,4,51.24,12.81,'10058336483049
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622801,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,4,51.24,12.81,'10058336483049
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622801,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,6,75.28,12.546666666666667,'10058336483049
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622801,SHIRIFF,GELATIN LEMON PWDR,2/1 KG,CS,9,110.77,12.307777777777778,'10058336483049
1572,Northland Pointe,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2206906,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,1,11.26,11.26,'10058336483056
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622827,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,1,12.81,12.81,'10058336483056
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622827,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,2,25.28,12.64,'10058336483056
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2206906,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,3,36.3,12.1,'10058336483056
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622827,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,3,38.09,12.696666666666667,'10058336483056
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622827,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,5,64.05,12.809999999999999,'10058336483056
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622827,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,8,101.8,12.725,'10058336483056
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622827,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,8,99.88,12.485,'10058336483056
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622827,SHIRIFF,GELATIN LIME PWDR,2/1 KG,CS,8,101.46,12.6825,'10058336483056
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622769,SHIRIFF,GELATIN ORG PWDR,2/1 KG,CS,9,110.77,12.307777777777778,'10058336483032
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622769,SHIRIFF,GELATIN ORG PWDR,2/1 KG,CS,10,123.58,12.358,'10058336483032
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622769,SHIRIFF,GELATIN ORG PWDR,2/1 KG,CS,13,163.81,12.600769230769231,'10058336483032
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622835,SHIRIFF,GELATIN PEACH PWDR,2/1 KG,CS,3,36.85,12.283333333333333,'10058336483070
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622835,SHIRIFF,GELATIN PEACH PWDR,2/1 KG,CS,4,47.74,11.935,'10058336483070
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,9766605,SHIRIFF,GELATIN RASPBERRY PWDR,2/1 KG,CS,1,11.26,11.26,'10058336483001
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622710,SHIRIFF,GELATIN RASPBERRY PWDR,2/1 KG,CS,1,12.47,12.47,'10058336483001
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,9766605,SHIRIFF,GELATIN RASPBERRY PWDR,2/1 KG,CS,2,23.78,11.89,'10058336483001
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622710,SHIRIFF,GELATIN RASPBERRY PWDR,2/1 KG,CS,5,62.69,12.538,'10058336483001
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622710,SHIRIFF,GELATIN RASPBERRY PWDR,2/1 KG,CS,8,100.22,12.5275,'10058336483001
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1109414,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,1,11.26,11.26,'10058336483018
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622728,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,1,12.81,12.81,'10058336483018
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622728,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,1,12.81,12.81,'10058336483018
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1109414,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,2,25.58,12.79,'10058336483018
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622728,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,2,25.62,12.81,'10058336483018
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622728,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,2,25.62,12.81,'10058336483018
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622728,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,5,62.13,12.426,'10058336483018
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622728,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,14,173.8,12.414285714285715,'10058336483018
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622728,SHIRIFF,GELATIN STRAWBERRY PWDR,2/1 KG,CS,16,201.56,12.5975,'10058336483018
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882386,BERTHELET,MEL. MOUSSE CHOCOLAT INSTANT,4X616 G,CS,1,51.02,51.02,'10069809007792
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882386,BERTHELET,MEL. MOUSSE CHOCOLAT INSTANT,4X616 G,CS,2,102.04,51.02,'10069809007792
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882349,BERTHELET,MEL. MOUSSE CITRON INSTANT,4X616 G,CS,2,86.23,43.115,'10069809007808
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882349,BERTHELET,MEL. MOUSSE CITRON INSTANT,4X616 G,CS,3,130,43.333333333333336,'10069809007808
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882349,BERTHELET,MEL. MOUSSE CITRON INSTANT,4X616 G,CS,5,218.85,43.769999999999996,'10069809007808
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882483,BERTHELET,MIX MOUSSE TIRAMISU INST,4X616G,CS,2,87.54,43.77,'10069809007815
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882483,BERTHELET,MIX MOUSSE TIRAMISU INST,4X616G,CS,3,131.31,43.77,'10069809007815
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932487,OETKER,MOUSSE LEMON,4/616 GR,CS,1,44.87,44.87,'10058336823234
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932487,OETKER,MOUSSE LEMON,4/616 GR,CS,1,43.52,43.52,'10058336823234
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932487,OETKER,MOUSSE LEMON,4/616 GR,CS,3,133.26,44.419999999999995,'10058336823234
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932487,OETKER,MOUSSE LEMON,4/616 GR,CS,4,178.13,44.5325,'10058336823234
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820815,OETKER,MOUSSE MIX CHOC INSTANT,4/616 GR,CS,1,47.5,47.5,'10058336822930
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820815,OETKER,MOUSSE MIX CHOC INSTANT,4/616 GR,CS,2,95,47.5,'10058336822930
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820815,OETKER,MOUSSE MIX CHOC INSTANT,4/616 GR,CS,2,95,47.5,'10058336822930
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820815,OETKER,MOUSSE MIX CHOC INSTANT,4/616 GR,CS,3,142.5,47.5,'10058336822930
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820815,OETKER,MOUSSE MIX CHOC INSTANT,4/616 GR,CS,5,245.7,49.14,'10058336822930
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820732,OETKER,MOUSSE MIX CHOC RED CAL,2/500 GR,CS,5,157.9,31.580000000000002,'10058336872133
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882350,BERTHELET,MOUSSE MIX INST STRAWB,4X616G,CS,1,43.77,43.77,'10069809007785
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882350,BERTHELET,MOUSSE MIX INST STRAWB,4X616G,CS,2,86.24,43.12,'10069809007785
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882350,BERTHELET,MOUSSE MIX INST STRAWB,4X616G,CS,2,87.54,43.77,'10069809007785
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882350,BERTHELET,MOUSSE MIX INST STRAWB,4X616G,CS,3,131.31,43.77,'10069809007785
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882337,BERTHELET,MOUSSE MIX INST VAN,4X616G,CS,2,87.54,43.77,'10069809007822
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,PRODUITS ALIMENTAITRES BERTHELET,3882337,BERTHELET,MOUSSE MIX INST VAN,4X616G,CS,2,87.54,43.77,'10069809007822
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6933238,OETKER,MOUSSE MIX LMN C/R,2/500 GM,CS,1,30.66,30.66,'10058336872331
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6933238,OETKER,MOUSSE MIX LMN C/R,2/500 GM,CS,3,93.88,31.293333333333333,'10058336872331
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6933238,OETKER,MOUSSE MIX LMN C/R,2/500 GM,CS,4,125.49,31.3725,'10058336872331
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820674,OETKER,MOUSSE MIX PEACH PASSN C/R,2/500 GR,CS,3,91.98,30.66,'10058336872836
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820641,OETKER,MOUSSE MIX RASP C/R,2/500 GR,CS,1,30.66,30.66,'10058336872232
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820575,OETKER,MOUSSE MIX STRWBRY RED CAL,2/500 GR,CS,2,61.32,30.66,'10058336872638
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820575,OETKER,MOUSSE MIX STRWBRY RED CAL,2/500 GR,CS,3,94.74,31.58,'10058336872638
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820773,OETKER,MOUSSE MIX STWBRY INST,4/616 GR,CS,1,49.55,49.55,'10058336823135
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820773,OETKER,MOUSSE MIX STWBRY INST,4/616 GR,CS,1,49.55,49.55,'10058336823135
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,1225206,OETKER,MOUSSE MIX STWBRY INST,4/616 GR,CS,2,101.9,50.95,'10058336823135
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820773,OETKER,MOUSSE MIX STWBRY INST,4/616 GR,CS,5,253.67,50.733999999999995,'10058336823135
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2840706,OETKER,MOUSSE MIX TANGERINE,4/616 GR,CS,1,44.77,44.77,'10058336822633
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932750,OETKER,MOUSSE MIX TANGERINE,4/616 GR,CS,1,43.52,43.52,'10058336822633
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,8225578,OETKER,MOUSSE MIX TIRAMISU,4/616 GR,CS,1,42.48,42.48,'10058336822237
1570,Gilmore Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,8225578,OETKER,MOUSSE MIX TIRAMISU,4/616 GR,CS,1,42.48,42.48,'10058336822237
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932842,OETKER,MOUSSE MIX TIRAMISU,4/616 GR,CS,2,83.46,41.73,'10058336822237
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932842,OETKER,MOUSSE MIX TIRAMISU,4/616 GR,CS,2,83.46,41.73,'10058336822237
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932842,OETKER,MOUSSE MIX TIRAMISU,4/616 GR,CS,3,125.19,41.73,'10058336822237
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932842,OETKER,MOUSSE MIX TIRAMISU,4/616 GR,CS,4,166.92,41.73,'10058336822237
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6932842,OETKER,MOUSSE MIX TIRAMISU,4/616 GR,CS,9,388.1,43.12222222222223,'10058336822237
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820450,OETKER,MOUSSE MIX VAN C/R,2/500 GR,CS,1,30.66,30.66,'10058336872034
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820450,OETKER,MOUSSE MIX VAN C/R,2/500 GR,CS,1,31.58,31.58,'10058336872034
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820450,OETKER,MOUSSE MIX VAN C/R,2/500 GR,CS,3,94.74,31.58,'10058336872034
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820450,OETKER,MOUSSE MIX VAN C/R,2/500 GR,CS,4,126.32,31.58,'10058336872034
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6820450,OETKER,MOUSSE MIX VAN C/R,2/500 GR,CS,4,126.32,31.58,'10058336872034
5884,Deer Park Villa,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,8082616,OETKER,MOUSSE MIX VERRY BRY C/R,2/500 GM,CS,1,30.72,30.72,'10058336872935
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,8082616,OETKER,MOUSSE MIX VERRY BRY C/R,2/500 GM,CS,2,62.9,31.45,'10058336872935
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,8082616,OETKER,MOUSSE MIX VERRY BRY C/R,2/500 GM,CS,3,93.62,31.206666666666667,'10058336872935
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,6933170,OETKER,MOUSSE MIX VERRY BRY C/R,2/500 GM,CS,3,91.98,30.66,'10058336872935
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623643,SHIRIFF,PUDDING BANANA CRM PWDR,2/1 KG,CS,1,11.48,11.48,'10058336483254
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623643,SHIRIFF,PUDDING BANANA CRM PWDR,2/1 KG,CS,3,34.8,11.6,'10058336483254
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623643,SHIRIFF,PUDDING BANANA CRM PWDR,2/1 KG,CS,3,35.16,11.719999999999999,'10058336483254
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2809805,SHIRIFF,PUDDING BANANA PWDR INST,2/1 KG,CS,1,14.04,14.04,'10058336483377
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622454,SHIRIFF,PUDDING BANANA PWDR INST,2/1 KG,CS,2,28.14,14.07,'10058336483377
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622454,SHIRIFF,PUDDING BANANA PWDR INST,2/1 KG,CS,5,70.35,14.069999999999999,'10058336483377
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622454,SHIRIFF,PUDDING BANANA PWDR INST,2/1 KG,CS,10,135.79,13.578999999999999,'10058336483377
1571,Linhaven Home for the Aged,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,3430947,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,1,12.22,12.22,'10058336483308
1573,Woodlands of Sunset,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,3430947,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,1,12.22,12.22,'10058336483308
5884,Deer Park Villa,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,3430947,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,2,28.08,14.04,'10058336483308
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622470,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,2,28.14,14.07,'10058336483308
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,3430947,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,4,56.16,14.04,'10058336483308
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622470,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,4,55.91,13.9775,'10058336483308
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622470,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,5,70.35,14.069999999999999,'10058336483308
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622470,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,5,68.08,13.616,'10058336483308
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622470,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,7,98.12,14.017142857142858,'10058336483308
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622470,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,8,111.08,13.885,'10058336483308
1880,Douglas H. Rapelje Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622470,SHIRIFF,PUDDING BTRSCH PWDR INST,2/1 KG,CS,14,195.13,13.937857142857142,'10058336483308
1569,The Meadows of Dorchester,GFS ONTARIO,Food,DESSERT POWDERS,KRAFT HEINZ CANADA ULC,2235005,JELLO,PUDDING BUTTERSCOTCH INST,2/1 KG,CS,1,24.92,24.92,'00066188174483
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623593,SHIRIFF,PUDDING BUTTERSCOTCH PWDR,2/1 KG,CS,1,11.84,11.84,'10058336483209
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2623593,SHIRIFF,PUDDING BUTTERSCOTCH PWDR,2/1 KG,CS,3,35.16,11.719999999999999,'10058336483209
1573,Woodlands of Sunset,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2821171,SHIRIFF,PUDDING CHOCOLATE PWDER,2/1 KG,CS,1,11.48,11.48,'10058336483223
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2821171,SHIRIFF,PUDDING CHOCOLATE PWDER,2/1 KG,CS,4,47,11.75,'10058336483223
1571,Linhaven Home for the Aged,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622579,SHIRIFF,PUDDING CHOCOLATE PWDR INST,2/1 KG,CS,1,14.07,14.07,'10058336483322
5884,Deer Park Villa,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622579,SHIRIFF,PUDDING CHOCOLATE PWDR INST,2/1 KG,CS,2,28.14,14.07,'10058336483322
1880,Douglas H. Rapelje Lodge,GFS ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,3434237,SHIRIFF,PUDDING CHOCOLATE PWDR INST,2/1 KG,CS,3,40.59,13.530000000000001,'10058336483322
1569,The Meadows of Dorchester,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622579,SHIRIFF,PUDDING CHOCOLATE PWDR INST,2/1 KG,CS,3,42.21,14.07,'10058336483322
1570,Gilmore Lodge,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622579,SHIRIFF,PUDDING CHOCOLATE PWDR INST,2/1 KG,CS,4,56.28,14.07,'10058336483322
1572,Northland Pointe,SYSCO SOUTHWESTERN ONTARIO,Food,DESSERT POWDERS,DR. OETKER CANADA LTD.,2622579,SHIRIFF,PUDDING CHOCOLATE PWDR INST,2/1 KG,CS,5,70.35,14.069999999999999,'10058336483322
